# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "db/AfumigatusA1163_Genome.fasta" "-s" "0" "-a" "db/AfumigatusA1163_Genes.gtf" "--tmpDir" "/scratch/jstajich/15483333" "-o" "results/read_count_A1163.tsv" "-F" "GTF" "-T" "24" "-M" "Comp_Azole_1.bam" "Comp_Azole_2.bam" "Comp_Azole_3.bam" "Comp_GMM_1.bam" "Comp_GMM_2.bam" "Comp_GMM_3.bam" "Del_Azole_1.bam" "Del_Azole_2.bam" "Del_Azole_3.bam" "Del_GMM_1.bam" "Del_GMM_2.bam" "Del_GMM_3.bam" "OE_Azole_1.bam" "OE_Azole_2.bam" "OE_Azole_3.bam" "OE_GMM_1.bam" "OE_GMM_2.bam" "OE_GMM_3.bam" "WT_Azole_1.bam" "WT_Azole_2.bam" "WT_Azole_3.bam" "WT_GMM_1.bam" "WT_GMM_2.bam" "WT_GMM_3.bam" "-p" 
Geneid	Chr	Start	End	Strand	Length	Comp_Azole_1	Comp_Azole_2	Comp_Azole_3	Comp_GMM_1	Comp_GMM_2	Comp_GMM_3	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3	OE_Azole_1	OE_Azole_2	OE_Azole_3	OE_GMM_1	OE_GMM_2	OE_GMM_3	WT_Azole_1	WT_Azole_2	WT_Azole_3	WT_GMM_1	WT_GMM_2	WT_GMM_3
AFUB_025380-T	scf_000002_A_fumigatus_A1163	2414945	2416775	-	1831	4016	9694	7170	8680	12251	11510	8679	8061	9551	8990	10637	9817	8950	9335	8502	10855	9075	10130	13203	9855	10133	6189	12582	13798
AFUB_025390-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2419445;2420724;2420880;2421001;2421276	2420655;2420821;2420944;2421209;2422246	-;-;-;-;-	2554	584	811	1330	565	881	899	923	879	1070	729	772	498	1122	1029	1022	585	569	732	424	839	894	340	534	577
AFUB_025400-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2422605;2423827	2423769;2424219	-;-	1558	2994	2072	1968	2657	2716	2584	2235	2268	2319	3419	4051	3532	2259	2202	2193	2284	2561	1871	3194	2241	2197	5998	3056	3001
AFUB_025410-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2424375;2424664;2424879;2426075	2424608;2424813;2426015;2427518	+;+;+;+	2965	723	1711	2329	1645	2293	2744	2715	2638	2489	1537	2882	2224	2756	2912	2833	2010	2148	1043	2644	2230	1715	1338	1934	2120
AFUB_025420-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2428389;2428936;2429254	2428888;2429207;2430626	-;-;-	2145	770	1195	1221	1218	1775	1885	1510	1478	1637	1619	1984	1683	1266	1447	1349	1402	1329	1291	1687	1690	1422	1682	2361	1982
AFUB_025430-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2431433;2432174	2432094;2432447	+;+	936	1407	1739	2083	1888	1632	1922	1372	1349	1498	1389	1703	1064	1714	1823	1615	1545	1323	1696	1409	1686	2092	1607	1300	1478
AFUB_025440-T	scf_000002_A_fumigatus_A1163	2432685	2435552	-	2868	1203	1577	2125	1328	2438	4852	2509	2184	2364	2314	2613	1483	2523	2139	1865	2156	1398	2256	1134	2252	1706	836	2304	1917
AFUB_025450-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2437264;2437828	2437737;2437923	-;-	570	894	634	573	221	511	662	495	462	415	280	381	395	591	593	537	497	571	407	386	310	280	110	288	253
AFUB_025460-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2438074;2438388	2438205;2438585	+;+	330	240	423	310	330	403	500	479	428	386	194	368	419	529	575	384	453	453	356	257	276	237	43	195	229
AFUB_025470-T	scf_000002_A_fumigatus_A1163	2440215	2441045	+	831	214	188	186	88	164	165	225	179	196	68	144	131	171	273	204	165	180	119	193	143	150	19	125	111
AFUB_025480-T	scf_000002_A_fumigatus_A1163	2441559	2442887	-	1329	379	792	1777	1086	2490	448	530	340	1861	288	222	1072	1388	1197	1122	1047	1684	1256	113	197	420	34	147	89
AFUB_025490-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2443147;2444504;2445187	2444445;2445119;2445597	-;-;-	2326	2048	2311	1894	1107	2599	2214	2517	2469	3334	2092	2162	1641	2560	2786	2565	1489	1007	1379	1202	2496	2156	236	1598	1437
AFUB_025500-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2450421;2451595;2452049;2452661	2451537;2451994;2452610;2453435	+;+;+;+	2854	4200	6836	5763	4843	7344	6389	5638	5081	7345	4445	5208	5310	7959	7922	8319	6248	5688	4429	5562	5442	5423	2985	6864	6220
AFUB_025510-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2454499;2455474;2455692;2456735	2455407;2455605;2456534;2456830	+;+;+;+	1980	4232	4503	6001	5460	4947	8759	6593	6843	6302	9404	8961	3696	5665	5552	5065	6248	3530	8678	2963	6437	6044	3983	5599	7073
AFUB_025520-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2457114;2457398;2458235	2457354;2458182;2458366	-;-;-	1158	836	795	939	846	635	797	791	702	674	556	800	603	726	818	840	668	737	663	685	781	907	1009	707	676
AFUB_025530-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2458548;2458862;2460026;2460412	2458809;2459977;2460361;2460609	-;-;-;-	1912	2794	4291	3057	4229	4776	5556	4088	3737	3555	3715	5433	4134	4264	4996	4731	5095	4319	3509	5441	4340	3530	2088	4127	4581
AFUB_025540-T	scf_000002_A_fumigatus_A1163	2461553	2461735	-	183	73	111	138	202	165	186	195	149	194	190	186	180	152	138	180	121	111	141	177	204	273	244	171	195
AFUB_025550-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2463057;2463647;2463849;2463996	2463574;2463781;2463921;2464013	-;-;-;-	744	8552	4148	3111	4047	4511	3468	3360	2995	3350	4596	4453	5265	2840	3196	3013	3375	4089	3134	4866	3101	4212	8750	4444	4197
AFUB_025560-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2464217;2465077;2465550	2464937;2465491;2466342	+;+;+	1929	1162	2484	2986	2275	3074	3248	2703	2569	2981	2077	2843	2081	3413	3221	3560	2342	2247	2108	3077	3087	3329	2010	2519	3103
AFUB_025570-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2466344;2466899;2468296	2466850;2468240;2468378	-;-;-	1932	151	263	207	139	234	294	187	187	226	172	212	132	254	252	307	169	240	173	130	180	153	134	190	258
AFUB_025580-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2468963;2469265;2469480;2469931	2469194;2469407;2469875;2470568	+;+;+;+	1409	1119	1532	1765	1315	1803	1406	1578	1356	1715	1278	1580	1488	1956	1986	2120	1525	1864	1622	2198	1167	1925	1631	1415	1312
AFUB_025590-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2470586;2470986;2471317;2471580	2470912;2471255;2471518;2472466	+;+;+;+	1686	758	868	806	1152	1282	1154	1024	876	1124	1289	963	1088	1009	1129	1087	1042	1186	947	1367	958	1002	1181	1130	1102
AFUB_025600-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2472694;2472777;2473163	2472716;2473101;2473390	-;-;-	576	1331	1187	1022	1530	1190	1086	1011	881	917	1284	1210	1746	1040	1191	1089	1060	1450	1055	2132	773	1311	3424	1394	1235
AFUB_025610-T	scf_000002_A_fumigatus_A1163	2473609	2474262	+	654	2035	1265	1514	2208	1788	1619	1343	1209	1515	1746	1729	1406	1409	1606	1479	1754	1787	2160	1632	1223	1639	2122	1435	1596
AFUB_025620-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2474547;2475648;2475734	2475518;2475663;2476026	-;-;-	1281	858	1260	1244	3209	1910	1679	1533	1276	1538	2013	1920	2243	1507	1543	1354	1566	1778	1280	2178	1369	1542	3749	2171	1758
AFUB_025630-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2476056;2477592;2478225	2477497;2478118;2478651	-;-;-	2396	5189	13433	18456	17758	21854	17050	16963	16294	20364	13275	17559	7604	19185	17447	19850	12689	10431	21388	7527	19940	18014	6228	8215	13440
AFUB_025640-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2479587;2479841;2480098;2480745	2479747;2479902;2480690;2482307	+;+;+;+	2379	2582	2784	2057	2632	2910	3840	3036	2896	3108	3153	3257	2143	3436	3120	3415	2759	2054	2146	2279	3467	2863	1830	3003	3657
AFUB_025650-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2483484;2483627;2484292	2483558;2484232;2484891	+;+;+	1281	4499	5361	4552	5058	6046	4080	4491	4089	5007	4599	4594	5240	4432	4179	4088	4937	5313	5544	3800	2556	3482	3728	3252	2348
AFUB_025660-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2485367;2485505;2485654;2485763;2486024	2485452;2485604;2485708;2485947;2486425	-;-;-;-;-	828	359	768	736	1253	1036	1076	783	713	777	910	984	1099	820	1001	823	868	1038	747	1034	812	776	1255	1115	1050
AFUB_025670-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2486823;2487044;2487242;2487488;2488274;2488646	2486984;2487179;2487425;2488215;2488591;2488843	+;+;+;+;+;+	1726	5117	5091	4158	3923	4841	4876	4778	4242	5304	4374	4510	3541	4971	4970	4686	4709	4079	4684	4701	5208	5329	3406	4510	5067
AFUB_025680-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2488844;2490249;2490509;2490971	2490185;2490457;2490843;2491016	-;-;-;-	1932	710	890	1256	596	845	1092	809	797	875	798	910	541	1065	1112	997	1064	961	1169	565	898	970	561	717	731
AFUB_025690-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2491549;2491928;2492259;2492810	2491811;2492189;2492760;2493329	+;+;+;+	1547	5617	6296	6306	4794	6313	6607	6613	6175	6938	7629	8857	6714	6789	6583	5756	5556	4645	5672	5493	6362	6152	3716	7145	7124
AFUB_025700-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2495643;2496468	2496394;2498150	+;+	2435	842	973	1002	1735	3327	1170	1054	859	1395	1214	1061	1723	864	820	788	668	944	922	1085	966	1287	698	749	579
AFUB_025710-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2498379;2498514;2499223;2499474	2498440;2499144;2499394;2499837	+;+;+;+	1229	13661	10209	7702	13184	13638	9444	8553	7083	9119	13031	10325	17557	9154	9882	9314	14735	17999	10897	11335	6295	9643	31998	14096	11039
AFUB_025720-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2499880;2500143	2500012;2500369	+;+	360	61	17	48	19	26	15	22	28	21	25	57	46	31	28	25	26	38	9	53	35	39	83	56	24
AFUB_025730-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2504641;2506068;2506942;2507640;2507781;2507951	2505567;2506464;2507164;2507683;2507877;2510659	+;+;+;+;+;+	4397	3282	6069	7180	4260	8248	9278	8306	8325	9452	5930	7519	5240	9484	9153	8416	7275	4997	6814	8491	8909	7853	2687	9424	10592
AFUB_025740-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2511438;2512808;2513167	2512744;2512922;2513317	-;-;-	1573	2947	1890	1641	2686	1706	1874	1533	1232	1384	1408	1584	2136	1514	1669	1501	1241	1734	1325	1994	1357	1809	2730	1612	1674
AFUB_025750-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2513412;2513551;2514757;2515216;2515302	2513498;2514695;2515152;2515241;2515741	-;-;-;-;-	2094	8729	14324	10331	9084	13868	15641	13417	13115	14854	10237	13561	8165	16913	14919	15152	13821	9067	11371	7024	13771	10816	3133	8022	10819
AFUB_025760-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2515981;2516162	2516124;2516323	+;+	306	25	303	141	1064	770	903	817	760	827	574	754	342	948	796	946	527	276	255	352	811	274	42	462	675
AFUB_025770-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2516931;2517091;2517384;2517607	2517035;2517287;2517545;2518358	+;+;+;+	1216	776	723	675	1141	1197	1045	664	552	805	901	884	1754	773	694	638	1173	1343	896	673	528	611	944	811	618
AFUB_025780-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2520653;2521878	2521817;2522629	-;-	1917	1424	1824	1504	1873	2481	2549	1809	1803	1998	2121	2093	1362	1901	2163	1922	1858	1398	2113	1592	2599	2677	1303	1681	2211
AFUB_025790-T	scf_000002_A_fumigatus_A1163	2524725	2524826	+	102	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
AFUB_025800-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2526404;2528726;2528850;2529034	2528617;2528791;2528961;2529260	-;-;-;-	2619	6298	8221	6879	7813	9174	11052	9512	9151	9362	9674	9522	4221	10208	9619	9492	9449	5583	10142	3469	10312	7715	4758	5769	10501
AFUB_025810-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2530627;2531080;2531213;2531742;2533417	2531011;2531148;2531686;2533358;2534018	+;+;+;+;+	3147	998	3070	3000	2584	3871	4269	3931	3811	4242	3251	4256	2501	4986	4750	5265	3192	2550	2472	3200	4670	2820	1566	3003	4309
AFUB_025820-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2534479;2534762;2537324;2537658;2537909;2538145	2534708;2537264;2537603;2537845;2538088;2538645	+;+;+;+;+;+	3882	1615	2230	1634	1055	2221	2263	2547	2639	2722	1708	2305	1210	3205	2795	3322	1654	1122	1355	1474	3010	1913	869	1900	2520
AFUB_025830-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2539272;2539442;2539646;2540177;2540424;2542345;2542580;2542753	2539361;2539520;2540106;2540361;2542291;2542523;2542697;2542919	+;+;+;+;+;+;+;+	3147	1769	6096	4249	2985	7288	7764	7392	7209	8521	4773	5841	3204	9879	8676	9405	6410	3876	5734	2614	8387	5232	1612	3921	5377
AFUB_025840-T	scf_000002_A_fumigatus_A1163	2544205	2544426	+	222	536	375	464	1269	301	488	308	209	195	271	340	363	268	298	639	390	539	401	364	186	218	590	188	181
AFUB_025850-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2544574;2545461;2545612	2545358;2545547;2545809	-;-;-	1070	35061	32636	29535	15998	18060	14345	24207	22539	24041	25820	23640	22552	30550	30714	27251	16513	18069	17866	34548	17971	22614	32647	16953	16613
AFUB_025860-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2546841;2547226	2547122;2547387	+;+	444	1119	783	858	984	1084	1283	784	700	907	864	974	904	777	853	686	946	1023	923	614	552	663	1532	946	943
AFUB_025870-T	scf_000002_A_fumigatus_A1163	2548376	2550118	+	1743	911	894	818	761	1313	1208	757	766	1039	927	1063	1181	1061	1047	998	1154	1160	801	930	788	904	1186	1372	1156
AFUB_025880-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2551243;2552200;2555322	2552014;2555255;2555852	+;+;+	4359	2550	3808	3242	6018	7236	9232	6172	5333	6386	4747	4912	2652	5124	4400	4301	5616	3426	5541	1076	5256	3313	1942	3079	4288
AFUB_025890-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2555911;2556607;2556981	2556539;2556906;2557990	+;+;+	1939	1876	1694	1225	836	1186	1640	1355	1180	1427	1404	1396	998	1600	1720	1616	1354	1412	1004	1657	1394	1338	1122	1484	1406
AFUB_025900-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2558139;2558602;2559083;2559408;2559503	2558545;2558898;2559140;2559426;2559663	-;-;-;-;-	942	83460	57617	52028	158876	94138	68096	52446	42203	51951	127400	73658	146833	48124	54521	49527	96265	146944	94359	98284	40815	70591	428738	136355	81466
AFUB_025910-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2560197;2560445	2560373;2560603	-;-	336	91217	55159	54426	175919	84079	69201	47374	37189	48532	141662	69994	154570	40010	51494	41281	96322	123735	105335	69363	36756	66360	550316	135308	76497
AFUB_025920-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2560936;2561304	2561253;2562768	+;+	1783	2055	3226	3635	3141	4869	4791	4635	3939	4257	5222	4814	5071	4314	4575	4395	4093	4789	3287	7710	4609	4538	7134	6375	6544
AFUB_025930-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2562842;2563095;2563193;2563369;2563459	2563026;2563134;2563252;2563399;2564560	+;+;+;+;+	1418	4374	2994	2416	2280	2416	3202	2508	2278	2247	2677	2800	2805	2597	2548	2890	2861	2761	2645	3099	2116	2382	3738	2865	2608
AFUB_025940-T	scf_000002_A_fumigatus_A1163	2565497	2565853	+	357	216	333	419	85	494	388	363	306	338	166	399	509	297	349	265	196	145	182	439	380	374	482	800	786
AFUB_025950-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2566024;2566433;2568399;2568583	2566370;2568350;2568529;2569061	-;-;-;-	2875	1872	3317	2714	3216	4344	5697	4503	4033	4570	3017	3852	2105	5510	5362	5809	3468	2748	3239	2124	5399	3714	1577	3032	3800
AFUB_025960-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2569223;2569542;2569832;2569973	2569480;2569778;2569910;2573471	+;+;+;+	4073	788	1354	1290	1301	2259	2450	2150	1984	2268	2197	2217	1597	2312	2122	2140	1831	1533	1457	1219	2107	1532	1310	2688	2790
AFUB_025970-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2574539;2574694;2575388	2574638;2575329;2576358	+;+;+	1707	4169	3887	3777	3659	4305	4396	4653	4475	4647	4924	5821	5996	4077	4154	4077	4276	4629	3196	5450	4342	4153	5879	6657	5847
AFUB_025980-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2576456;2577075	2577015;2577324	-;-	810	2055	1748	1191	3527	1554	1295	1372	1193	1132	1515	1406	1926	1513	1485	1594	1381	1681	1127	1886	935	1056	2811	1259	1009
AFUB_025990-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2579341;2579569;2579940	2579495;2579722;2579995	-;-;-	365	93	103	68	55	65	43	48	53	55	34	40	97	49	66	67	40	33	40	113	36	61	70	32	47
AFUB_026000-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2580867;2581595	2581484;2585657	+;+	4681	527	1590	2685	1872	3530	4210	3454	3169	4075	1984	2598	1067	3800	3928	4194	1981	1087	2133	1297	4579	2418	493	1821	2978
AFUB_026010-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2586181;2586528;2587064	2586466;2587040;2588610	+;+;+	2346	161	123	221	63	94	97	86	83	104	52	88	106	102	87	93	144	153	124	70	60	113	57	79	79
AFUB_026020-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2588643;2588968;2589399;2589752	2588897;2589348;2589695;2590022	-;-;-;-	1204	4624	8981	11980	7319	14014	8581	9765	8768	13171	6689	9577	8392	11682	11018	9522	11100	13059	11338	7565	8031	9581	2995	7076	8092
AFUB_026030-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2591242;2592192	2592132;2592396	+;+	1096	3885	16823	36659	11823	44937	7276	5604	3626	28968	4453	2423	14987	26460	26347	31053	30142	46906	24986	1412	2170	10105	267	2570	554
AFUB_026040-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2592799;2593799	2593710;2594535	-;-	1649	7950	9621	13746	10393	23453	5872	5010	3355	11642	6221	3975	14418	11254	11424	12663	11869	20827	11463	5398	3455	6859	5790	4842	3830
AFUB_026050-T	scf_000002_A_fumigatus_A1163	2594798	2594869	+	72	0	7	7	26	17	14	4	1	14	14	2	9	6	8	11	8	9	9	5	3	1	0	9	10
AFUB_026060-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2595119;2595416;2596457	2595355;2596404;2596596	+;+;+	1366	233	577	524	708	1440	1196	1079	986	1201	1467	1321	1160	1107	1030	1100	992	806	601	1063	1149	702	427	1293	1376
AFUB_026070-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2596906;2597712;2597895;2598433	2597515;2597825;2598353;2598855	-;-;-;-	1606	2349	2108	2285	1512	1943	2099	2212	1958	2300	1790	2157	1305	2320	2333	2234	1900	1427	1891	1400	2397	1897	1023	1571	2078
AFUB_026080-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2598917;2599746;2605481;2606498	2599668;2605431;2606432;2606752	-;-;-;-	7645	2318	2888	2867	2456	4460	7328	6136	6475	6140	4103	6970	2120	7032	5481	5392	3337	1520	2620	2319	8729	3548	1071	4431	7538
AFUB_026090-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2608212;2608637;2608751;2608967;2609317	2608579;2608688;2608883;2609257;2609926	+;+;+;+;+	1454	1889	3589	3501	4195	5967	3975	3953	3661	4249	3497	5071	5407	3867	4110	3871	3603	4921	3689	4962	3345	3688	4064	4193	4699
AFUB_026100-T	scf_000002_A_fumigatus_A1163	2610136	2611551	+	1416	993	1872	1863	2557	2266	2861	2063	1772	2058	2602	2289	1887	1977	2166	1995	2749	2282	2876	1519	1997	2180	2001	2132	2440
AFUB_026110-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2611678;2611900;2612106;2612292;2612560	2611756;2612018;2612231;2612489;2612634	+;+;+;+;+	597	40977	25711	26396	60925	33568	31618	20831	18265	21882	46741	28150	42642	19944	25559	18565	38362	41782	50095	21998	18282	32256	94948	42630	32925
AFUB_026120-T	scf_000002_A_fumigatus_A1163	2613107	2614087	-	981	2228	1324	1592	1122	1221	1250	1234	1025	1387	923	1121	1132	1506	1698	1384	1167	1226	1153	1395	1032	1250	994	942	1081
AFUB_026130-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2614491;2614725;2616734;2616889	2614609;2616664;2616829;2619136	+;+;+;+	4403	3668	4419	4442	3165	4221	6142	5990	5625	6637	3522	4630	2439	7115	6696	6384	3408	2496	3252	2131	7087	3998	1440	3168	5091
AFUB_026140-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2619304;2619469	2619401;2620991	+;+	1621	3170	3551	2989	2615	2777	2005	2754	2395	3221	1734	2381	2167	3769	4104	3936	1937	2463	1677	4246	2525	2728	1585	1796	2480
AFUB_026150-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2621046;2622284;2622774;2623188;2623332;2623838	2622231;2622712;2623138;2623263;2623516;2624321	-;-;-;-;-;-	2725	2352	3612	3406	2575	4567	5298	4515	4398	5022	4410	4982	3359	4786	4907	4563	4267	3233	4071	3773	5157	3696	2372	4124	4938
AFUB_026160-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2624482;2624701;2625123	2624622;2625050;2625198	+;+;+	567	1209	1202	1129	2054	1160	1071	1093	881	1104	1353	1232	1542	944	1036	967	1090	1244	1105	1349	885	1246	2873	1298	1148
AFUB_026170-T	scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163;scf_000002_A_fumigatus_A1163	2625368;2625874;2626425	2625810;2626357;2627027	-;-;-	1530	4373	6619	5664	3753	5948	5415	6096	5703	5940	5013	6441	5123	7228	7180	7216	4845	4441	4715	8059	6491	5978	3420	5227	6624
