# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "db/AfumigatusAf293_Genome.fasta" "-s" "0" "-a" "db/AfumigatusAf293_Genes.gtf" "--tmpDir" "/scratch/jstajich/15483333" "-o" "results/read_count_Af293.tsv" "-F" "GTF" "-T" "24" "-M" "Comp_Azole_1.bam" "Comp_Azole_2.bam" "Comp_Azole_3.bam" "Comp_GMM_1.bam" "Comp_GMM_2.bam" "Comp_GMM_3.bam" "Del_Azole_1.bam" "Del_Azole_2.bam" "Del_Azole_3.bam" "Del_GMM_1.bam" "Del_GMM_2.bam" "Del_GMM_3.bam" "OE_Azole_1.bam" "OE_Azole_2.bam" "OE_Azole_3.bam" "OE_GMM_1.bam" "OE_GMM_2.bam" "OE_GMM_3.bam" "WT_Azole_1.bam" "WT_Azole_2.bam" "WT_Azole_3.bam" "WT_GMM_1.bam" "WT_GMM_2.bam" "WT_GMM_3.bam" "-p" 
Geneid	Chr	Start	End	Strand	Length	Comp_Azole_1	Comp_Azole_2	Comp_Azole_3	Comp_GMM_1	Comp_GMM_2	Comp_GMM_3	Del_Azole_1	Del_Azole_2	Del_Azole_3	Del_GMM_1	Del_GMM_2	Del_GMM_3	OE_Azole_1	OE_Azole_2	OE_Azole_3	OE_GMM_1	OE_GMM_2	OE_GMM_3	WT_Azole_1	WT_Azole_2	WT_Azole_3	WT_GMM_1	WT_GMM_2	WT_GMM_3
Afu1g13990-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3741812;3742854;3743013;3743243	3742795;3742957;3743185;3743387	-;-;-;-	1406	14122	19368	16739	8874	9592	9455	14008	12753	15090	8320	8288	8145	18761	18962	17956	11917	10008	11558	13763	10266	13866	5361	5805	5316
Afu1g14000-T	Chr1_A_fumigatus_Af293	3745198	3745506	+	309	102	206	166	172	233	220	196	248	226	196	260	216	377	353	298	157	136	83	231	176	192	134	160	212
Afu1g14010-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3746216;3746688;3746994;3747081;3747177	3746581;3746918;3747023;3747120;3747268	-;-;-;-;-	759	6123	3641	2438	2897	2872	2348	2894	2477	2597	3010	3282	4943	2619	2704	2497	1872	3112	1296	5869	2242	3089	9017	3815	3040
Afu1g14020-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3747443;3747732;3749499;3749688	3747663;3749446;3749623;3749993	-;-;-;-	2367	10350	5753	5102	4738	6513	5893	5095	4763	5171	5409	5973	6786	5164	5697	5106	5230	6266	5221	6676	4403	5477	6854	5953	5723
Afu1g14030-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3750022;3750746;3750888;3751780	3750187;3750835;3751727;3751785	+;+;+;+	1102	3068	2479	2231	1688	2315	2082	2135	1958	2214	1862	2330	2785	2275	2335	2037	2117	2323	1410	4181	1917	2413	4038	2992	2570
Afu1g14040-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3752163;3752647	3752585;3752993	-;-	770	286	275	301	404	151	310	213	88	123	237	197	157	174	179	527	285	353	222	227	141	117	130	78	142
Afu1g14050-T	Chr1_A_fumigatus_Af293	3754257	3754733	-	477	724	2000	1954	487	834	698	1917	1532	2736	513	657	1120	3219	2665	2920	778	958	538	3067	1620	2079	381	762	555
Afu1g14060-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3754981;3755139	3755069;3756046	+;+	997	1841	1425	1085	1596	1205	992	1183	1029	1404	957	1093	1265	1412	1294	1316	898	1088	749	1692	1017	1100	1097	1066	1051
Afu1g14070-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3756326;3758473;3758683;3759020	3758423;3758582;3758961;3759145	-;-;-;-	2613	1855	1802	1680	1262	2174	2528	2311	2153	2276	1510	2172	1058	2730	3029	2675	1390	1084	1538	1807	3030	2029	821	1374	2452
Afu1g14080-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3764362;3766096	3766021;3767817	-;-	3382	1427	3849	4555	2890	4821	4332	5924	5626	6389	3313	4706	3171	5524	4971	5134	4607	3227	3912	3539	5877	4200	1388	3723	4225
Afu1g14090-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3768643;3769740;3769811;3769972	3769669;3769780;3769913;3770057	-;-;-;-	1257	11448	9052	8382	11067	9901	9358	8709	8080	9258	9344	8809	8942	8484	8712	8996	9331	9261	9430	7854	6705	7882	7812	8007	7989
Afu1g14100-T	Chr1_A_fumigatus_Af293	3770417	3771961	-	1545	689	1758	2170	1528	2577	2598	2313	2096	2841	2374	2292	1731	3104	2885	3120	2128	1820	2262	2850	2649	2383	1256	1998	2535
Afu1g14110-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3772422;3773612;3773771	3773540;3773694;3774027	-;-;-	1459	3376	4340	3675	3421	5077	4698	4118	3797	4217	4745	4422	4618	4160	4730	4473	5017	5243	4734	5412	3284	4012	4582	4591	4431
Afu1g14120-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3774141;3774763;3776009	3774535;3775950;3776224	+;+;+	1799	4345	6024	4711	5553	7320	7301	6121	5472	6914	5627	5607	3227	7014	7855	7486	6737	4993	8029	3171	6241	6125	2692	4298	5981
Afu1g14130-T	Chr1_A_fumigatus_Af293	3776750	3777829	-	1080	163	319	345	554	359	373	334	316	384	320	306	406	441	417	382	332	334	339	618	412	424	410	648	526
Afu1g14140-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3778222;3778521	3778474;3779259	-;-	992	70	140	173	169	184	207	180	142	235	76	112	222	249	177	206	155	217	139	161	128	143	106	117	116
Afu1g14150-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3781505;3781601	3781522;3781936	+;+	354	1509	3213	6467	2532	2346	2281	3306	2964	3831	2258	2239	1877	3797	4166	3764	2666	2559	3014	3319	2905	4186	2078	2065	2146
Afu1g14160-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3782339;3782836;3783133	3782765;3782905;3783154	+;+;+	519	484	406	447	828	448	448	433	398	478	394	411	542	405	456	372	447	446	356	575	343	448	656	513	461
Afu1g14170-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3783553;3784922;3785636;3785825;3785969;3786036;3786354;3786715;3786848	3784877;3785588;3785770;3785920;3785984;3786302;3786656;3786791;3786982	-;-;-;-;-;-;-;-;-	3021	421	537	686	635	1036	1118	860	821	1159	899	1024	829	944	922	903	732	811	520	535	637	479	556	871	878
Afu1g14180-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3788802;3789342;3791524;3791773	3789129;3791468;3791693;3791796	-;-;-;-	2649	1545	2287	1739	2121	2752	3344	2240	2060	2635	2295	2406	1604	2859	2905	3041	2906	2198	2760	1163	2320	1885	1224	1938	2217
Afu1g14190-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3791998;3793333;3793497	3793243;3793430;3793733	+;+;+	1581	199	186	268	286	219	228	187	183	220	175	214	232	166	191	225	179	208	219	274	176	287	471	434	377
Afu1g14200-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3794154;3794610;3795376;3795507;3795692	3794544;3795304;3795453;3795632;3795938	-;-;-;-;-	1537	5585	9984	9565	11809	9794	12722	9739	9699	10182	10338	10549	4817	11040	10571	10487	10617	7256	14267	4765	13092	11487	6037	7086	10905
Afu1g14210-T	Chr1_A_fumigatus_Af293	3796784	3798153	-	1370	1400	840	716	977	1213	878	929	818	1106	1225	1060	1527	1000	801	727	912	1080	603	1152	813	862	1521	1653	1085
Afu1g14220-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3798173;3799245;3799567	3799182;3799381;3799920	-;-;-	1501	5004	6053	5362	6089	5821	6443	4239	4098	4587	5277	4180	3795	4643	5767	4987	8412	6487	9451	2046	3400	4943	3879	4563	4547
Afu1g14230-T	Chr1_A_fumigatus_Af293	3800291	3801112	-	822	961	2063	2526	1190	1946	1078	1449	1256	1667	687	1373	1937	2053	2694	2403	1257	1561	1332	2998	1560	2162	196	1534	1384
Afu1g14240-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3802715;3804042;3804947;3805182	3803988;3804892;3805114;3805429	-;-;-;-	2541	1275	2904	1970	1761	2673	2626	2629	2430	2804	2564	2594	2119	3534	3329	3265	2283	1808	1988	3339	3661	2700	1439	2598	3037
Afu1g14250-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3805586;3807515;3807712	3807459;3807653;3808256	-;-;-	2558	902	886	743	514	1025	924	839	902	913	886	988	867	1241	1190	1291	1002	1036	790	1043	968	908	782	1112	1266
Afu1g14260-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3810115;3810417;3813062	3810348;3813007;3814080	+;+;+	3844	950	1730	1358	1362	2042	2372	2415	2232	2452	1821	2192	1396	2592	2365	2438	1661	1252	1030	1032	2380	1590	990	1932	2203
Afu1g14270-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3814130;3814468;3815019	3814400;3814949;3815255	-;-;-	990	838	1919	1998	1417	2069	1719	1823	1699	2000	947	1805	1629	1765	1755	1984	1246	1417	921	2120	1877	2202	1437	1701	1816
Afu1g14280-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3815778;3817607	3817523;3819147	-;-	3287	2301	2248	2602	1432	2103	3181	3306	3356	3511	1554	2163	918	3776	3408	2962	2154	1262	2008	1239	4171	2323	560	1354	2964
Afu1g14290-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3820139;3820594;3820951;3821079	3820423;3820898;3821022;3821632	+;+;+;+	1216	4242	5155	5040	6716	5396	5282	4357	4116	4618	4803	4941	5126	4790	5401	4777	4796	6098	5164	6169	3660	4508	6215	5101	4900
Afu1g14300-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3822599;3823458	3823402;3824153	+;+	1500	4264	5912	10616	1436	1676	2403	6307	6305	7497	2329	2694	1110	10361	8120	10411	1970	1458	2292	1378	3334	2475	652	1079	1393
Afu1g14310-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3824764;3826067;3826271;3826496	3825777;3826211;3826351;3826934	-;-;-;-	1679	3209	3897	3212	2441	4671	5168	4386	4242	4721	4931	4775	3682	4747	4415	4318	3991	3050	3487	2995	4928	3737	1812	4783	5577
Afu1g14320-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3828199;3828674	3828612;3830950	+;+	2691	2502	2060	2197	1787	2161	2632	2358	2080	2309	2115	2538	1566	2590	2547	2718	2344	1980	2308	2180	2751	2300	1380	2156	2684
Afu1g14330-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3832067;3833417;3833813;3834110;3835114;3835474	3833361;3833760;3834056;3835054;3835426;3836990	+;+;+;+;+;+	4658	1557	8263	12854	3085	5708	7904	20715	19501	20836	5453	8973	2213	23351	18651	19258	3980	1776	4856	6586	30990	12840	1134	3699	9612
Afu1g14340-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3837678;3840140	3840082;3840576	-;-	2842	2229	8662	12096	3186	4202	6550	12129	10542	12471	5270	5228	2396	11385	12205	11106	4289	2506	4426	3973	11883	10749	1389	2727	3350
Afu1g14350-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3841172;3842429;3842729	3842363;3842644;3843699	-;-;-	2379	2087	2131	4097	1932	3504	2176	1892	1799	2734	2063	2404	2646	2404	2707	2687	3827	8328	3175	1982	1699	2379	2654	2362	2279
Afu1g14360-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3844241;3844460;3845815;3846186	3844374;3845763;3846137;3846641	+;+;+;+	2217	55	400	433	515	1234	1326	1065	1010	1232	687	941	805	1533	1077	1386	1109	700	559	596	1065	424	96	919	1036
Afu1g14380-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3847008;3847119;3847626	3847066;3847561;3847897	+;+;+	774	976	973	1321	1017	1285	864	774	704	1026	769	1017	1615	898	765	774	1104	2277	774	1050	644	1015	1325	1093	796
Afu1g14390-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3848076;3849269	3849218;3849486	-;-	1361	1166	1001	2650	1172	2142	997	892	919	1786	1223	1230	1038	1424	1354	1539	2960	4916	1769	641	845	1237	1005	1218	994
Afu1g14400-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3849863;3850166;3850319;3850489;3850661;3850798;3851136	3850112;3850264;3850433;3850605;3850743;3851079;3851366	+;+;+;+;+;+;+	1177	1657	2048	2780	1969	3749	1391	1200	961	2108	1247	1628	1558	2445	2271	2936	2392	5604	1954	2169	1314	2124	1826	1710	1899
Afu1g14410-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3851698;3852396;3852648	3852228;3852583;3852806	+;+;+	878	28652	21115	25877	77951	36026	38539	22246	19135	23709	43258	30516	40948	18152	24683	18151	39233	46648	47635	22430	19929	29495	102277	45233	35342
Afu1g14420-T	Chr1_A_fumigatus_Af293	3854533	3855579	+	1047	5218	8355	10111	2683	4179	3894	7203	6400	9000	3129	3882	3229	10040	10085	10215	3740	4101	3788	6903	6623	7597	1788	3025	2866
Afu1g14430-T	Chr1_A_fumigatus_Af293	3856783	3857655	+	873	2462	2188	2991	1733	1686	2528	1930	1684	2147	1516	1593	1454	2363	2985	2098	1523	1615	2273	2667	3119	4115	2511	3253	2951
Afu1g14440-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3857866;3859243	3859177;3859484	+;+	1554	987	2159	4041	1684	2160	2122	2450	2177	3100	1118	1498	708	3224	2932	3275	1645	1620	2454	877	2945	2537	371	1007	1443
Afu1g14450-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3859781;3862479	3862428;3863179	-;-	3349	2902	4718	4398	3179	4660	10003	5766	4686	5043	3986	4934	2274	6773	5409	5205	3232	2270	3150	3148	8143	5277	1714	4743	4679
Afu1g14460-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3864417;3864844;3865192;3865653;3866495	3864782;3865087;3865603;3866348;3866774	-;-;-;-;-	1998	292	776	758	608	1273	1492	1176	1004	1122	575	1212	1173	1034	995	899	1147	1046	502	1023	938	689	507	1501	1346
Afu1g14480-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3867597;3868094	3868023;3868503	+;+	837	9	196	95	74	213	237	230	229	226	208	178	259	268	247	171	241	184	118	201	212	135	77	306	243
Afu1g14490-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3869366;3870335;3870789	3870252;3870720;3872898	-;-;-	3383	2610	1935	2476	2398	1987	2280	1847	1590	1936	1540	1787	1919	1922	2049	1850	2093	2272	1949	1518	1296	1769	2192	1831	1498
Afu1g14500-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3873044;3873670;3874301	3873230;3874217;3876421	+;+;+	2856	2404	4767	7569	2564	3589	6615	6002	5255	6212	3247	4081	1976	7487	6967	6763	3600	2607	4092	2102	5889	4517	1476	2720	3067
Afu1g14510-T	Chr1_A_fumigatus_Af293	3877649	3880912	+	3264	356	640	673	893	1611	1655	1416	1185	1576	1436	1342	1043	1183	1242	1108	1456	972	826	530	939	746	411	1192	941
Afu1g14520-T	Chr1_A_fumigatus_Af293	3881726	3883363	+	1638	168	116	187	325	188	342	142	184	135	250	274	161	183	140	276	322	224	256	84	166	132	75	232	223
Afu1g14530-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3883610;3883984;3885325	3883900;3885268;3885482	+;+;+	1734	736	453	405	532	609	794	676	668	593	834	932	701	357	526	361	653	423	501	230	464	499	1027	969	643
Afu1g14540-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3885521;3885989;3886418	3885935;3886324;3886533	-;-;-	867	1372	936	903	1097	961	1025	852	820	794	795	1092	1182	676	738	668	803	910	900	1080	653	852	1490	1056	829
Afu1g14550-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3886699;3887251;3887359;3887897	3887160;3887310;3887829;3888133	+;+;+;+	1230	353	293	341	278	231	368	279	235	299	236	345	329	318	344	307	232	272	214	491	288	328	387	410	333
Afu1g14560-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3889125;3889327;3889558;3890666	3889277;3889501;3890605;3891467	-;-;-;-	2178	5598	12219	10541	7473	13598	20200	18593	17896	15512	12357	17932	16301	14541	10994	9305	22842	16550	14095	9992	10408	8634	6885	13641	11186
Afu1g14570-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3892003;3895018	3894971;3895248	+;+	3200	11398	6939	6991	5779	7323	9871	8458	7938	8569	6859	8017	5674	7159	6278	5555	8661	6748	7614	3360	8243	6342	4058	8107	7874
Afu1g14580-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3895509;3896374	3896297;3896567	-;-	983	1305	809	675	1145	1086	898	829	610	728	843	824	877	742	866	833	928	1088	838	787	505	682	1031	768	676
Afu1g14590-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3896824;3897080	3897013;3897336	+;+	447	938	457	456	802	412	420	329	336	304	457	394	357	378	474	379	407	414	417	525	352	601	902	375	442
Afu1g14600-T	Chr1_A_fumigatus_Af293	3897567	3898487	-	921	472	541	562	919	675	626	511	509	625	531	571	468	636	664	667	580	621	526	519	522	577	793	485	510
Afu1g14610-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3899224;3900198;3901148;3901511;3901637	3900148;3901092;3901445;3901581;3901745	-;-;-;-;-	2298	5056	8085	5424	5174	10798	8054	7515	6885	10456	7365	7749	6778	8937	8624	9293	6894	5008	5151	4789	7694	6691	2378	6125	7258
Afu1g14620-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3902497;3902811;3903061;3904139	3902755;3903004;3904079;3906345	+;+;+;+	3679	1594	2515	2624	2524	4254	4933	4278	3979	4530	3270	3753	2111	4991	4124	4459	3088	2132	2743	1991	5510	3101	953	3518	4892
Afu1g14630-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3906372;3906639;3906785;3906970;3907180;3907324;3907469	3906583;3906728;3906920;3907089;3907270;3907412;3907849	+;+;+;+;+;+;+	1119	1068	1047	791	1833	1131	1027	1049	821	1104	1130	1069	1663	954	1044	936	866	1183	754	1153	608	774	1251	1113	831
Afu1g14640-T	Chr1_A_fumigatus_Af293	3907986	3909169	-	1184	1934	761	732	1762	1229	1079	878	718	775	712	830	1314	759	842	793	725	1332	642	846	604	648	1454	1063	750
Afu1g14650-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3909353;3909919;3910104;3910497;3910624;3910802;3913839;3914095;3914439	3909864;3910042;3910441;3910563;3910723;3913757;3913970;3914388;3914474	-;-;-;-;-;-;-;-;-	4559	968	904	858	1385	1115	1014	750	658	666	883	727	808	1022	1058	965	1382	1436	1114	870	560	687	960	841	702
Afu1g14660-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3918021;3918396	3918250;3919287	+;+	1122	354	1806	2016	1184	3094	3015	2623	2700	3000	1648	2734	1576	3815	3252	3689	1992	1460	1535	2984	3751	2705	514	1875	2433
Afu1g14670-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3920380;3921521;3921719;3921870;3921984	3921457;3921661;3921807;3921931;3922318	-;-;-;-;-	1705	1863	1814	2011	1675	2527	2913	2234	2126	2422	2318	2348	1692	2089	2267	2159	2451	2065	2424	1455	2375	2277	1571	2479	2578
Afu1g14680-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3922838;3923039;3923253;3923386;3928318	3922966;3923195;3923323;3928256;3928843	+;+;+;+;+	5754	2628	3837	4940	3214	5520	8395	6973	7077	7641	4403	5755	2102	8066	6485	6007	4720	2526	4607	1631	8587	4181	1028	3788	5924
Afu1g14690-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3928844;3929235;3929443;3931442	3929164;3929375;3931377;3931932	+;+;+;+	2888	3080	3333	2302	2769	3555	4548	4018	4144	4393	4318	4435	3063	4686	4610	4520	3531	2678	2509	3967	4514	3280	2069	4051	4517
Afu1g14695-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3932050;3932960	3932902;3933236	+;+	1130	2532	1217	1072	872	1378	1265	1001	935	1074	1094	1093	1460	1164	1232	1201	842	1269	742	1257	647	935	1172	984	790
Afu1g14700-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3933868;3934139;3934231;3934383;3934626	3934062;3934169;3934330;3934567;3935656	+;+;+;+;+	1542	614	591	790	598	931	1011	803	747	714	831	898	984	721	828	697	735	899	733	969	702	730	1178	995	1088
Afu1g14710-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3935940;3936257;3936902;3937443;3937706	3936191;3936842;3937374;3937634;3938122	-;-;-;-;-	1920	4882	5862	7454	2032	3972	4078	6361	6120	6520	2736	4611	2863	7272	6546	6624	3640	3215	3984	3686	4933	5012	1290	2651	3052
Afu1g14720-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3938312;3940454;3940614	3940391;3940540;3941096	-;-;-	2650	672	911	1044	879	1266	1369	1180	980	1372	813	1017	740	1433	1371	1486	1392	1238	941	511	851	694	396	853	916
Afu1g14730-T	Chr1_A_fumigatus_Af293	3941517	3943376	+	1860	5100	6338	4543	3293	5147	7247	6407	5920	6019	5518	6204	3476	7480	7670	8099	5360	3645	5188	5277	8089	6585	3048	5497	6897
Afu1g14740-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3944250;3944422;3944943	3944267;3944523;3946001	+;+;+	1179	2383	3142	2905	2576	3347	3156	3218	2894	3479	2483	3098	2245	3572	3605	3574	2614	2556	2518	2896	3318	3052	1682	2521	3129
Afu1g14750-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3946606;3947771;3948930	3947702;3948830;3949889	-;-;-	3117	2394	2782	2192	1780	2793	3232	3574	3250	3612	1754	2435	1206	4409	3676	4482	2401	1691	2420	1344	4473	2184	458	1916	3048
Afu1g14760-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3952853;3953892	3953832;3954901	-;-	1990	377	375	272	438	521	338	416	342	469	142	462	643	427	435	483	205	570	150	549	273	287	492	331	272
Afu1g14770-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3955077;3955490;3957455	3955434;3957394;3957710	+;+;+	2519	630	1907	1431	1330	2385	2200	1901	1626	2154	1726	1783	1691	2025	2108	2304	2482	2307	2016	1249	1314	1405	1326	1740	1732
Afu1g14780-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3957744;3958214;3958403;3958590	3958045;3958348;3958506;3959445	+;+;+;+	1397	30882	15805	10724	8713	8745	7839	9247	8955	9595	8903	9212	8523	15198	13816	15715	8303	10009	7459	16564	9392	10937	12474	8543	9131
Afu1g14790-T	Chr1_A_fumigatus_Af293	3959452	3963045	-	3594	2121	2924	3116	2361	2748	3109	3476	3500	3359	2671	3143	2765	3182	3618	3683	2596	2673	2060	4669	3951	3729	3248	3510	3822
Afu1g14800-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3966677;3967335	3966926;3967522	+;+	438	24109	28261	30473	42031	44175	46615	34461	35930	34797	32870	37705	32033	28966	27568	22322	34010	32056	44424	40554	32510	33280	11169	29482	32232
Afu1g14810-T	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3969424;3971087;3971438;3971653	3971027;3971381;3971565;3973033	-;-;-;-	3408	211	1802	2329	1981	4341	5115	4990	4954	5378	2747	4217	1353	5546	4544	4750	2957	1234	2915	1805	7149	2895	536	2562	4857
